[Year],[State],[S&E Fields],[SEH Fields],[Public or Private],[Sex],[Citizenship],[Graduate Students]
2002,Colorado,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,264"
2002,Colorado,Science and engineering,Engineering,Public,Male,Foreign nationals,674
2002,Colorado,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),343
2002,Colorado,Science and engineering,Engineering,Public,Female,Foreign nationals,148
2002,Colorado,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),395
2002,Colorado,Science and engineering,Engineering,Private,Male,Foreign nationals,25
2002,Colorado,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),71
2002,Colorado,Science and engineering,Engineering,Private,Female,Foreign nationals,3
2002,Indiana,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,855"
2002,Indiana,Science and engineering,Science,Public,Male,Foreign nationals,"1,144"
2002,Indiana,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,899"
2002,Indiana,Science and engineering,Science,Public,Female,Foreign nationals,681
2002,Indiana,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),252
2002,Indiana,Science and engineering,Science,Private,Male,Foreign nationals,158
2002,Indiana,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),283
2002,Indiana,Science and engineering,Science,Private,Female,Foreign nationals,85
2002,Indiana,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),547
2002,Indiana,Science and engineering,Engineering,Public,Male,Foreign nationals,"1,044"
2002,Indiana,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),146
2002,Indiana,Science and engineering,Engineering,Public,Female,Foreign nationals,209
2002,Indiana,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),228
2002,Indiana,Science and engineering,Engineering,Private,Male,Foreign nationals,194
2002,Indiana,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),53
2002,Indiana,Science and engineering,Engineering,Private,Female,Foreign nationals,62
2002,West Virginia,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),546
2002,West Virginia,Science and engineering,Science,Public,Male,Foreign nationals,245
2002,West Virginia,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),563
2002,West Virginia,Science and engineering,Science,Public,Female,Foreign nationals,174
2002,West Virginia,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),318
2002,West Virginia,Science and engineering,Engineering,Public,Male,Foreign nationals,345
2002,West Virginia,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),59
2002,West Virginia,Science and engineering,Engineering,Public,Female,Foreign nationals,70
2002,Kentucky,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,038"
2002,Kentucky,Science and engineering,Science,Public,Male,Foreign nationals,688
2002,Kentucky,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,142"
2002,Kentucky,Science and engineering,Science,Public,Female,Foreign nationals,411
2002,Kentucky,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),42
2002,Kentucky,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),99
2002,Kentucky,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),414
2002,Kentucky,Science and engineering,Engineering,Public,Male,Foreign nationals,361
2002,Kentucky,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),122
2002,Kentucky,Science and engineering,Engineering,Public,Female,Foreign nationals,72
2002,Georgia,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,754"
2002,Georgia,Science and engineering,Science,Public,Male,Foreign nationals,939
2002,Georgia,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,985"
2002,Georgia,Science and engineering,Science,Public,Female,Foreign nationals,573
2002,Georgia,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),320
2002,Georgia,Science and engineering,Science,Private,Male,Foreign nationals,99
2002,Georgia,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),466
2002,Georgia,Science and engineering,Science,Private,Female,Foreign nationals,81
2002,Georgia,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,510"
2002,Georgia,Science and engineering,Engineering,Public,Male,Foreign nationals,"1,413"
2002,Georgia,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),477
2002,Georgia,Science and engineering,Engineering,Public,Female,Foreign nationals,320
2002,Georgia,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),119
2002,Georgia,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),36
2002,Connecticut,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),777
2002,Connecticut,Science and engineering,Science,Public,Male,Foreign nationals,338
2002,Connecticut,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),905
2002,Connecticut,Science and engineering,Science,Public,Female,Foreign nationals,372
2002,Connecticut,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,128"
2002,Connecticut,Science and engineering,Science,Private,Male,Foreign nationals,640
2002,Connecticut,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,224"
2002,Connecticut,Science and engineering,Science,Private,Female,Foreign nationals,384
2002,Connecticut,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),152
2002,Connecticut,Science and engineering,Engineering,Public,Male,Foreign nationals,176
2002,Connecticut,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),44
2002,Connecticut,Science and engineering,Engineering,Public,Female,Foreign nationals,68
2002,Connecticut,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),362
2002,Connecticut,Science and engineering,Engineering,Private,Male,Foreign nationals,338
2002,Connecticut,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),73
2002,Connecticut,Science and engineering,Engineering,Private,Female,Foreign nationals,45
2002,Florida,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"3,284"
2002,Florida,Science and engineering,Science,Public,Male,Foreign nationals,"1,281"
2002,Florida,Science and engineering,Science,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"3,311"
2002,Florida,Science and engineering,Science,Public,Female,Foreign nationals,776
2002,Florida,Science and engineering,Science,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,349"
2002,Florida,Science and engineering,Science,Private,Male,Foreign nationals,309
2002,Florida,Science and engineering,Science,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,767"
2002,Florida,Science and engineering,Science,Private,Female,Foreign nationals,269
2002,Florida,Science and engineering,Engineering,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"1,784"
2002,Florida,Science and engineering,Engineering,Public,Male,Foreign nationals,"1,755"
2002,Florida,Science and engineering,Engineering,Public,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),581
2002,Florida,Science and engineering,Engineering,Public,Female,Foreign nationals,398
2002,Florida,Science and engineering,Engineering,Private,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),302
2002,Florida,Science and engineering,Engineering,Private,Male,Foreign nationals,174
2002,Florida,Science and engineering,Engineering,Private,Female,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),79
2002,Florida,Science and engineering,Engineering,Private,Female,Foreign nationals,46
2002,Virginia,Science and engineering,Science,Public,Male,U.S. citizens and permanent residents (non-U.S. citizens holding green cards),"3,530"
2002,Virginia,Science and engineering,Science,Public,Male,Foreign nationals,"1,040"
